t,u,a,s
0.0,3.745401188473625,0.15714592843367126,0.0
0.10101010101010101,9.50714306409916,3.182052056318902,0.9765507842336613
0.20202020202020202,7.319939418114051,1.5717799053816335,1.5108495081055144
0.30303030303030304,5.986584841970366,2.542853455823514,1.9308683844273613
0.40404040404040403,1.5601864044243652,4.537832369630465,1.000775845038757
0.5050505050505051,1.5599452033620265,1.2464611457443748,0.9468222823000205
0.6060606060606061,0.5808361216819946,2.0519146151781484,0.7288657147343858
0.7070707070707071,8.661761457749352,3.7777556927152434,7.068820360101556
0.8080808080808081,6.011150117432088,1.1439908274581123,5.23100495642568
0.9090909090909091,7.080725777960454,0.38489954914396496,6.596072834982216
1.0101010101010102,0.20584494295802447,1.4487572645688402,0.9470106374990965
1.1111111111111112,9.699098521619943,0.8061064362700221,11.27437270073205
1.2121212121212122,8.324426408004218,4.648488261712865,13.505081237773975
1.3131313131313131,2.1233911067827616,4.040601897822085,6.271924250677559
1.4141414141414141,1.8182496720710062,3.1670187825521174,5.7379578128675535
1.5151515151515151,1.8340450985343382,4.357302950938589,7.780351791785945
1.6161616161616161,3.0424224295953772,4.018360384495573,10.164981553549037
1.7171717171717171,5.247564316322379,0.9328502944301792,10.386306927683066
1.8181818181818181,4.319450186421157,4.462794992449889,15.230066442170514
1.9191919191919191,2.9122914019804194,2.6967112095782535,10.55564111867556
2.0202020202020203,6.118528947223795,4.037200775820312,20.59900914921308
2.121212121212121,1.3949386065204183,4.480456499617466,13.03895923335625
2.2222222222222223,2.9214464853521815,1.5900173748593194,10.41807212759576
2.323232323232323,3.663618432936917,0.5502596226383838,9.996424725717667
2.4242424242424243,4.56069984217036,1.1396758127097084,14.405151684114617
2.525252525252525,7.851759613930136,2.1355389431312815,26.63673527370915
2.6262626262626263,1.9967378215835974,4.090073829612465,19.34909978251843
2.727272727272727,5.142344384136116,4.303652916281717,30.029896356129676
2.8282828282828283,5.924145688620425,0.03476065265595352,16.894187947420832
2.929292929292929,0.46450412719997725,2.553736512887829,12.317164968762834
3.0303030303030303,6.075448519014383,2.087055015743895,27.99288814643429
3.131313131313131,1.7052412368729153,1.1105390523536514,10.784129683218314
3.2323232323232323,0.6505159298527952,0.599326836668414,5.233535220401933
3.3333333333333335,9.488855372533333,1.6880758570181398,41.00771711410078
3.4343434343434343,9.656320330745594,4.714548519562596,60.966497986288616
3.5353535353535355,8.08397348116461,1.6160146601037761,38.67876533554842
3.6363636363636362,3.0461376917337066,2.5939531087168306,28.226967531704922
3.7373737373737375,0.9767211400638387,3.515094794475889,28.19972799126753
3.8383838383838382,6.842330265121569,1.81814801189647,39.65705040636655
3.9393939393939394,4.4015249373960135,4.858910413604804,55.04162991403993
4.040404040404041,1.2203823484477883,4.812236474710556,44.21039271251678
4.141414141414141,4.951769101112702,1.2589114791268208,31.303317787447586
4.242424242424242,0.34388521115218396,2.4862425294619275,23.83280667056931
4.343434343434343,9.093204020787821,1.5043915490838482,53.68622527066006
4.444444444444445,2.587799816000169,1.424202471887338,25.567529768764587
4.545454545454545,6.62522284353982,0.18443473677266398,32.019966817460585
4.646464646464646,3.1171107608941098,3.047821669899484,47.384221684163165
4.747474747474747,5.200680211778108,2.5133951161443076,53.01419659546721
4.848484848484849,5.4671027934327965,0.25739375624994676,29.53254621609227
4.94949494949495,1.8485445552552704,1.3932323211830573,26.214716511933396
5.05050505050505,9.695846277645586,4.541329429833269,106.88813074916999
5.151515151515151,7.7513282336111455,1.197809453334862,55.82488337120962
5.252525252525253,9.394989415641891,0.7244743604561155,59.341188516570895
5.353535353535354,8.948273504276488,2.447263801387815,82.97460582331456
5.454545454545454,5.978999788110851,4.928252270553004,105.92556981114518
