x,y_true,y_noisy
-2.0,0.0,0.4967141530112327
-1.995995995995996,0.09529673785711701,-0.04296756331406765
-1.991991991991992,0.18900371535576088,0.8366922534564534
-1.987987987987988,0.28113432052150156,1.804164176929527
-1.983983983983984,0.3717018799405434,0.1375485052172074
-1.97997997997998,0.4607196588832032,0.22658270193402266
-1.975975975975976,0.5482008614273877,2.127413676934779
-1.971971971971972,0.6341586305821432,1.401593359735052
-1.967967967967968,0.7186060484110781,0.249131662476126
-1.9639639639639639,0.801556136155936,1.3441161797419006
-1.95995995995996,0.8830218543600203,0.4196041615475581
-1.955955955955956,0.9630161029917499,0.497286349421493
-1.951951951951952,1.0415517215681342,1.2835139931341684
-1.947947947947948,1.1186414892782421,-0.7946387553795558
-1.9439439439439439,1.1942981251067355,-0.5306197074062973
-1.93993993993994,1.2685342879573476,0.7062467587163749
-1.935935935935936,1.3413625767763957,0.3285314564419719
-1.931931931931932,1.4127955306762496,1.7270428632715236
-1.927927927927928,1.482845629058846,0.5748215535376352
-1.9239239239239239,1.5515252917391944,0.13922159040390292
-1.91991991991992,1.6188468790688475,3.0844956479904013
-1.915915915915916,1.6848226920594183,1.4590463915728826
-1.911911911911912,1.7494649725060691,1.816993177193993
-1.907907907907908,1.8127859031109983,0.3880377168975415
-1.9039039039039038,1.874797607606963,1.3304148830817804
-1.8998998998999,1.9355121508807365,2.0464347405906027
-1.8958958958958958,1.9949415390966605,0.8439479616743577
-1.8918918918918919,2.053097719820056,2.428795738165728
-1.887887887887888,2.1099925821408183,1.5093538922220133
-1.8838838838838838,2.165637956796852,1.873944207003575
-1.87987987987988,2.220045616297565,1.6183390040681678
-1.8758758758758758,2.273227275047396,4.125505459556334
-1.8718718718718719,2.325194589469292,2.3116973647313577
-1.867867867867868,2.3759591581282136,1.3182482291723132
-1.8638638638638638,2.4255325218546187,3.248077433957808
-1.85985985985986,2.4739261638679544,1.2530825138969321
-1.8558558558558558,2.5211515099001955,2.730015104904951
-1.8518518518518519,2.56721992831928,0.6075498044395042
-1.8478478478478477,2.61214273025265,1.2839566813542194
-1.8438438438438438,2.6559311697107315,2.852792405579855
-1.83983983983984,2.6985964437104286,3.4370630237058393
-1.8358358358358358,2.7401496923986306,2.911517973588601
-1.8318318318318318,2.7806019991756843,2.6649537167874437
-1.8278278278278277,2.819964390818935,2.5188606952296464
-1.8238238238238238,2.8582478376061626,1.3797258472387353
-1.8198198198198199,2.8954632534391394,2.1756190450444306
-1.8158158158158157,2.931621495967078,2.4709827250072904
-1.8118118118118118,2.9667333667101454,4.023855592929062
-1.8078078078078077,3.00080961118298,3.3444279007514415
-1.8038038038038038,3.033860919018144,1.27082076365541
-1.7997997997997999,3.0658979240896613,3.3899818934844563
-1.7957957957957957,3.096931204636486,2.7118489242201695
-1.7917917917917918,3.1269712833860206,2.450049283080062
-1.7877877877877877,3.156028627677582,3.7677049165184497
-1.7837837837837838,3.1841136495859335,4.215113172081884
-1.7797797797797799,3.2112367060447546,4.142516825160953
-1.7757757757757757,3.2374080989701595,2.398190575747521
-1.7717717717717718,3.262638075384161,2.9534256995329464
-1.7677677677677677,3.2869368275381916,3.6182002589417555
-1.7637637637637638,3.3103144930366124,4.285859620158972
-1.7597597597597598,3.332781154960159,2.853606917114869
-1.7557557557557557,3.3543468419895097,3.1686878653256927
-1.7517517517517518,3.375021528528703,2.2686865545226746
-1.7477477477477477,3.3948151348286935,2.1986085107480227
-1.7437437437437437,3.4137375271108343,4.226263349505032
-1.7397397397397398,3.4317985176903427,4.788038546261165
-1.7357357357357357,3.449007865099847,3.376997743519513
-1.7317317317317318,3.4653752742128328,4.468908172104857
-1.7277277277277276,3.480910396367177,3.842546421414811
-1.7237237237237237,3.4956228294886245,2.8505030748835
-1.7197197197197198,3.509522118214285,3.870917723722699
-1.7157157157157157,3.522617754016152,5.060654320482121
-1.7117117117117118,3.5349191753245526,3.499093136214601
-1.7077077077077076,3.5464357676516887,5.111079423465695
-1.7037037037037037,3.557176863715126,0.9374317596253818
-1.6996996996996998,3.5671517435612543,4.389054247936478
-1.6956956956956957,3.576369634688839,3.66341670292701
-1.6916916916916918,3.5848397121724576,3.28583236170659
-1.6876876876876876,3.5925710987860544,3.684331875321557
-1.6836836836836837,3.5995728651263956,1.6120039505255028
-1.6796796796796798,3.6058540297365784,3.3861821418990665
-1.6756756756756757,3.6114235592295367,3.968536130741283
-1.6716716716716717,3.6162903684115184,5.094184413153035
-1.6676676676676676,3.620463320405598,3.1021931021319507
-1.6636636636636637,3.6239512267751657,2.815457623881978
-1.6596596596596598,3.626762847647422,3.1250058040628854
-1.6556556556556556,3.628906891836876,4.54430900953895
-1.6516516516516517,3.6303920169688455,3.95914312662853
-1.6476476476476476,3.6312268296029533,3.1014666258359145
-1.6436436436436437,3.6314198853566158,4.1446873184699715
-1.6396396396396398,3.630979689028539,3.7280572383765795
-1.6356356356356356,3.6299146947222267,4.598559685255116
-1.6316316316316315,3.6282333059694647,2.9261802120921123
-1.6276276276276276,3.6259438758538263,3.298281729256058
-1.6236236236236237,3.6230547071341537,3.230946554001996
-1.6196196196196198,3.6195740523680797,2.156059104235961
-1.6156156156156156,3.615510114035504,3.91163039110008
-1.6116116116116115,3.6108710446620833,3.8719263168419724
-1.6076076076076076,3.605664946942749,3.61077840358521
-1.6036036036036037,3.599899873865187,3.3653127404900403
-1.5995995995995997,3.5935838288333546,2.1782130867829403
-1.5955955955955956,3.5867247657909322,3.1660794430255734
-1.5915915915915915,3.579330589344883,3.2366160728181135
-1.5875875875875876,3.571409154888892,2.769131885667273
-1.5835835835835836,3.562968268726898,3.401682557060889
-1.5795795795795795,3.554015688196574,3.9580665450111123
-1.5755755755755756,3.544559121792818,5.4307450230033485
-1.5715715715715715,3.534606229291276,3.709184042123115
-1.5675675675675675,3.524164621871808,3.7817150125945727
-1.5635635635635636,3.5132418622420047,3.4387959464758375
-1.5595595595595595,3.5018454647606623,1.5830742494616208
-1.5555555555555556,3.4899828955613126,3.463469020112096
-1.5515515515515514,3.477661572675684,3.5378917826167107
