x,y_true,y_noisy
-2.0,-34.0,-33.006571693977534
-1.995995995995996,-33.72643055810909,-34.002959160451454
-1.991991991991992,-33.45426847005903,-32.158891393857644
-1.987987987987988,-33.183510269461095,-30.137450556645046
-1.983983983983984,-32.914152489926465,-33.382459239373134
-1.97997997997998,-32.64619166506641,-33.11446557896477
-1.975975975975976,-32.37962432849213,-29.221198697477345
-1.971971971971972,-32.11444701381485,-30.579577555509037
-1.967967967967968,-31.850656254645834,-32.78960502651574
-1.9639639639639639,-31.588248584596286,-30.503128497424356
-1.95995995995996,-31.32722053727744,-32.25405592290237
-1.955955955955956,-31.067568646300536,-31.99902815344105
-1.951951951951952,-30.809289445276782,-30.325364902144713
-1.947947947947948,-30.552379467817428,-34.37893995713302
-1.9439439439439439,-30.29683524753369,-33.74667091255976
-1.93993993993994,-30.042653318036802,-31.167228376518747
-1.935935935935936,-29.789830212938018,-31.815492453606865
-1.931931931931932,-29.538362465848518,-28.90986780065797
-1.927927927927928,-29.288246610379566,-31.10429476142199
-1.9239239239239239,-29.039479180142358,-31.86408658281294
-1.91991991991992,-28.792056708748177,-25.86075917090507
-1.915915915915916,-28.54597572980822,-28.99752833078129
-1.911911911911912,-28.30123277693371,-28.16617636755786
-1.907907907907908,-28.05782438373588,-30.907320756162793
-1.9039039039039038,-27.815747083825965,-28.904512532876332
-1.8998998998999,-27.57499741081521,-27.35315223139548
-1.8958958958958958,-27.33557189831482,-29.63755905315943
-1.8918918918918919,-27.09746707993604,-26.3460710432447
-1.887887887887888,-26.860679489290085,-28.061956869127695
-1.8838838838838838,-26.62520565998819,-27.208593159574743
-1.87987987987988,-26.39104212564159,-27.594455350100382
-1.8758758758758758,-26.158185419861503,-22.453629050843627
-1.8718718718718719,-25.92663207625918,-25.95362652573505
-1.867867867867868,-25.69637862844584,-27.81180048635764
-1.8638638638638638,-25.46742161003269,-23.822331785826314
-1.85985985985986,-25.239757554630994,-27.681444854573037
-1.8558558558558558,-25.013382995851952,-24.59565580584244
-1.8518518518518519,-24.78829446730681,-28.70763471506636
-1.8478478478478477,-24.564488502606793,-27.220860600403654
-1.8438438438438438,-24.34196163536314,-23.948239163624894
-1.83983983983984,-24.120710399187075,-22.643777239196254
-1.8358358358358358,-23.90073132768982,-23.55799476530988
-1.8318318318318318,-23.682020954482603,-23.913317519259085
-1.8278278278278277,-23.464575813176662,-24.06678320435524
-1.8238238238238238,-23.24839243738322,-26.205436418118076
-1.8198198198198199,-23.033467360713534,-24.47315577750295
-1.8158158158158157,-22.819797116778783,-23.74107465869836
-1.8118118118118118,-22.607378239190236,-20.493133786752406
-1.8078078078078077,-22.3962072615591,-21.708970682422176
-1.8038038038038038,-22.186280717496615,-25.712361028222084
-1.7997997997997999,-21.977595140614028,-21.329427201824437
-1.7957957957957957,-21.77014706452252,-22.54031162535515
-1.7917917917917918,-21.563933022833368,-22.917777023445286
-1.7877877877877877,-21.35894954915777,-20.135596971476033
-1.7837837837837838,-21.155193177106984,-19.09319413211508
-1.7797797797797799,-20.952660440292217,-19.09010020205982
-1.7757757757757757,-20.751347872324708,-22.429782918769984
-1.7717717717717718,-20.551252006815684,-21.16967675851811
-1.7677677677677677,-20.352369377376363,-19.689842514569236
-1.7637637637637638,-20.154696517617996,-18.203606263373278
-1.7597597597597598,-19.958229961151797,-20.91657843684238
-1.7557557557557557,-19.76296624158901,-20.134284194916642
-1.7517517517517518,-19.568901892540854,-21.78157184055291
-1.7477477477477477,-19.376033447618536,-21.76844669577988
-1.7437437437437437,-19.184357440433335,-17.55930579564494
-1.7397397397397398,-18.993870404596446,-16.2813903474548
-1.7357357357357357,-18.80456887371911,-18.948589116879777
-1.7317317317317318,-18.61644938141255,-16.609383585628503
-1.7277277277277276,-18.42950846128798,-17.706236411192712
-1.7237237237237237,-18.243742646956676,-19.533982156166925
-1.7197197197197198,-18.059148472029825,-17.336357261013
-1.7157157157157157,-17.87572247011867,-14.799649337186732
