x,y_true,y_noisy
-2.0,-34.0,-20.00644563413998
-1.995995995995996,-33.72643055810909,-24.480093728981398
-1.991991991991992,-33.45426847005903,-32.857964770857286
-1.987987987987988,-33.183510269461095,-39.65287804651683
-1.983983983983984,-32.914152489926465,-25.931919353790565
-1.97997997997998,-32.64619166506641,-28.711337810848914
-1.975975975975976,-32.37962432849213,-23.427692128214805
-1.971971971971972,-32.11444701381485,-25.762728996995158
-1.967967967967968,-31.850656254645834,-21.355129101452484
-1.9639639639639639,-31.588248584596286,-36.94060070020197
-1.95995995995996,-31.32722053727744,-18.153279880934186
-1.955955955955956,-31.067568646300536,-29.09157259937654
-1.951951951951952,-30.809289445276782,-10.05668071902413
-1.947947947947948,-30.552379467817428,-37.444257648713105
-1.9439439439439439,-30.29683524753369,-12.937197215881195
-1.93993993993994,-30.042653318036802,-28.063545483410323
-1.935935935935936,-29.789830212938018,-36.3040102490825
-1.931931931931932,-29.538362465848518,-34.37722080639173
-1.927927927927928,-29.288246610379566,-32.49171969232277
-1.9239239239239239,-29.039479180142358,-24.797819716123193
-1.91991991991992,-28.792056708748177,-23.56370182839318
-1.915915915915916,-28.54597572980822,-34.28297576919401
-1.911911911911912,-28.30123277693371,-28.54477869954354
-1.907907907907908,-28.05782438373588,-6.635120797617244
-1.9039039039039038,-27.815747083825965,-10.54031538281885
-1.8998998998999,-27.57499741081521,-23.21176071407489
-1.8958958958958958,-27.33557189831482,-26.95553711663282
-1.8918918918918919,-27.09746707993604,-25.89715381275343
-1.887887887887888,-26.860679489290085,-20.72549976198592
-1.8838838838838838,-26.62520565998819,-36.85313131197225
-1.87987987987988,-26.39104212564159,-28.964807499875043
-1.8758758758758758,-26.158185419861503,-42.8440261586374
-1.8718718718718719,-25.92663207625918,-21.934400850206387
-1.867867867867868,-25.69637862844584,-19.22441923141843
-1.8638638638638638,-25.46742161003269,-30.29928623302643
-1.85985985985986,-25.239757554630994,-9.499889921730666
-1.8558558558558558,-25.013382995851952,-37.27103962587536
-1.8518518518518519,-24.78829446730681,-39.432043269405014
-1.8478478478478477,-24.564488502606793,-22.319970317007073
-1.8438438438438438,-24.34196163536314,-13.870978609241597
-1.83983983983984,-24.120710399187075,-7.281433484608389
-1.8358358358358358,-23.90073132768982,-28.489573956379218
-1.8318318318318318,-23.682020954482603,-12.895212620169646
-1.8278278278278277,-23.464575813176662,-23.849660508183735
-1.8238238238238238,-23.24839243738322,-24.974665436791415
-1.8198198198198199,-23.033467360713534,-14.19686798584681
