x,y_true,y_noisy
-10.0,-125472.0,-125471.503285847
-9.97997997997998,-124259.54127856468,-124259.67954286585
-9.95995995995996,-123056.40363916419,-123055.75595062609
-9.93993993993994,-121862.53361065005,-121861.01058079363
-9.91991991991992,-120677.8779254381,-120678.11207881282
-9.8998998998999,-119502.38351912246,-119502.61765607941
-9.87987987987988,-118335.9975300897,-118334.4183172742
-9.85985985985986,-117178.66729913293,-117177.89986440378
-9.83983983983984,-116030.34036906566,-116030.80984345159
-9.81981981981982,-114890.96448433622,-114890.42192429263
-9.7997997997998,-113760.48759064157,-113760.95100833438
-9.77977977977978,-112638.85783454149,-112639.32356429506
-9.75975975975976,-111526.02356307255,-111525.78160080098
-9.73973973973974,-110421.93332336233,-110423.84660360699
-9.71971971971972,-109326.53586224341,-109328.26078007593
-9.6996996996997,-108239.78012586744,-108240.34241339669
-9.67967967967968,-107161.61525931921,-107162.62809043954
-9.65965965965966,-106091.99060623079,-106091.67635889818
-9.63963963963964,-105030.8557083955,-105031.76373247102
-9.61961961961962,-103978.16030538207,-103979.5726090834
-9.5995995995996,-102933.85433414871,-102932.38868537979
-9.57957957957958,-101897.88792865709,-101898.11370495758
-9.55955955955956,-100870.2114194866,-100870.14389128191
-9.53953953953954,-99850.77533344818,-99852.2000816344
-9.51951951951952,-98839.53039319858,-98840.0747759231
-9.4994994994995,-97836.42751685437,-97836.31659426466
-9.47947947947948,-96841.4178176061,-96842.56881118352
-9.45945945945946,-95854.45260333213,-95854.07690531379
-9.43943943943944,-94875.48337621299,-94876.08401490291
-9.41941941941942,-93904.4618323453,-93904.7535260951
-9.3993993993994,-92941.3398613559,-92941.94156796813
-9.37937937937938,-91986.06954601589,-91984.21726783138
-9.35935935935936,-91038.6031618547,-91038.61665907943
-9.33933933933934,-90098.89317677415,-90099.9508877031
-9.31931931931932,-89166.89225066261,-89166.0697057505
-9.2992992992993,-88242.55323500904,-88243.774078659
-9.27927927927928,-87325.82917251698,-87325.62030892198
-9.25925925925926,-86416.67329671871,-86418.63296684259
-9.23923923923924,-85515.0390315893,-85516.3672176382
-9.21921921921922,-84620.8799911607,-84620.68312992483
-9.1991991991992,-83734.14997913581,-83733.41151255582
-9.17917917917918,-82854.80298850247,-82854.63162022128
-9.15915915915916,-81982.79320114772,-81982.90884943011
-9.13913913913914,-81118.07498747166,-81118.37609116724
-9.11911911911912,-80260.60290600173,-80262.0814279921
-9.0990990990991,-79410.33170300654,-79411.05154721493
-9.07907907907908,-78567.21631211022,-78567.67695088118
-9.05905905905906,-77731.21185390628,-77730.15473168006
-9.03903903903904,-76902.27363557182,-76901.93001728225
-9.01901901901902,-76080.35715048152,-76082.12019063688
-8.998998998999,-75265.41807782171,-75265.09399385232
-8.97897897897898,-74457.41228220452,-74457.79736448494
-8.95895895895896,-73656.29581328192,-73656.97273528222
-8.93893893893894,-72862.02490535974,-72861.4132290709
-8.91891891891892,-72074.55597701183,-72073.52497748933
-8.8988988988989,-71293.84563069405,-71292.91435057494
-8.87887887887888,-70519.85065235841,-70520.68986988164
-8.85885885885886,-69752.52801106717,-69752.83722344303
-8.83883883883884,-68991.83485860677,-68991.50359517537
-8.81881881881882,-68237.7285291021,-68236.75298397498
-8.7987987987988,-67490.16653863035,-67490.6457128682
